Date,PG,^GSPC,MSFT,AAPL,AC.TO,SU,BA,WMT,TD,ABT
2019-07-23,112.4593964,3005.469971,137.9800415,206.9356384,44.22000122,29.86490631,366.4252625,110.5537033,57.2397995,88.01184845
2019-07-24,111.2246704,3019.560059,139.3965912,206.7672119,44.5,29.44087982,354.9925537,110.4649353,57.42478943,87.86307526
2019-07-25,111.3925858,3003.669922,138.871582,205.1322632,44.06999969,28.54464531,341.8901672,110.6819229,57.14243698,87.27792358
2019-07-26,113.3286514,3025.860107,140.0107574,205.8456879,45.54999924,28.56391716,338.8551941,111.4709549,57.12296295,87.02997589
2019-07-29,114.5831375,3020.969971,139.7036743,207.7679901,45.09000015,28.06279755,334.1504822,110.7312317,57.25927734,87.82341003
2019-07-30,118.9392776,3013.179932,139.0300751,206.8761902,46.68999863,28.07243347,341.2713623,110.5241165,57.08402252,87.58537292
2019-07-31,116.5982208,2980.379883,134.9884491,211.0973663,45.40999985,27.65804482,335.1032104,108.8671341,56.89902878,86.38529968
2019-08-01,115.3042221,2953.560059,136.7615967,206.5293732,44.97999954,27.69659233,328.3359375,107.8808365,55.99355316,85.37368011
2019-08-02,115.0177689,2932.050049,135.6125031,202.1596069,44.40999985,27.39784813,333.512085,107.9005661,55.47752762,85.11580658
2019-08-05,111.6988068,2844.73999,130.966629,191.5769806,,26.63652802,325.1634521,104.3696442,54.4065361,82.47763824
2019-08-06,112.8841476,2881.77002,133.4233093,195.2036133,44.15999985,26.85817909,326.5287476,105.7997589,54.71809769,84.16368103
2019-08-07,114.1090012,2883.97998,134.0077362,197.2250061,43.31000137,27.08946609,325.4777832,106.7170181,54.42600632,83.90581512
2019-08-08,116.0055542,2938.090088,137.5838013,201.5749817,44.47000122,27.58094978,332.4207153,107.5594864,55.20491409,84.85794067
2019-08-09,115.3536148,2918.649902,136.414917,199.9139252,44.5,27.58094978,333.6066895,106.3304596,55.01018524,85.90924072
2019-08-12,114.6127701,2882.699951,134.5129395,199.4066467,43.75999832,27.57131195,329.0505371,104.2887039,54.35785675,83.96533203
2019-08-13,115.8178711,2926.320068,137.2965393,207.8512115,43.5,27.62913513,328.9714661,106.4593201,54.84466934,86.17702484
2019-08-14,114.3757095,2840.600098,133.1619263,201.664505,42.31999969,26.89672661,316.6767883,105.2600174,53.16028214,83.25123596
2019-08-15,115.9561615,2847.600098,132.8637543,200.6599121,41.86000061,26.60761833,324.1682434,111.6925888,52.50795364,83.25123596
2019-08-16,117.7242966,2888.679932,135.2988129,205.3944244,43.58000183,27.07982635,326.5896606,111.9899216,53.18949509,84.08433533
2019-08-19,118.771347,2923.649902,137.5648956,209.2238159,43.66999817,27.48458099,329.8807068,112.8026657,53.41342926,84.85794067
2019-08-20,117.4477234,2900.51001,136.4219055,209.2337646,43.20999908,27.09910202,327.8744507,111.0582504,52.71241379,83.84631348
2019-08-21,117.7440491,2924.429932,137.9425507,211.5015564,44.20999908,27.39784813,336.0181885,111.028511,53.07265472,84.20335388
2019-08-22,117.9613647,2922.949951,136.9387207,211.322525,43.90000153,27.34002686,350.2697144,110.919487,53.15054703,83.67771149
2019-08-23,115.8870163,2847.110107,132.575531,201.5550995,43.09999847,26.85817909,351.8510437,109.8490448,52.42032623,81.25772858
2019-08-26,117.8625946,2878.379883,134.6229553,205.3844757,42.45000076,27.10873795,354.8456421,110.9987717,52.8000412,82.43796539
2019-08-27,119.0775604,2869.159912,134.9111786,203.0669556,42.70999908,27.00273132,350.5859985,111.4249725,52.53715897,82.96361542
2019-08-28,119.9171906,2887.939941,134.7322693,204.4296265,42.68999863,27.46530724,355.7647705,111.7223129,52.42032623,83.52893829
2019-08-29,119.6998672,2924.580078,137.2766418,207.890976,43.54999924,28.10134506,358.5024109,113.070282,52.67346954,84.12400818
2019-08-30,118.7614746,2926.459961,137.0182495,207.6224365,44.75,28.16880226,359.8366394,113.2486877,52.76109695,84.61991119
2019-09-03,119.8776779,2906.27002,135.2093506,204.5986938,43.61999893,27.98857689,350.2796326,113.6253204,52.25480652,83.37024689
2019-09-04,121.7050781,2937.780029,136.7896576,208.0700378,43.56999969,28.27109337,352.3649597,114.8840866,52.76109695,83.52893829
2019-09-05,121.2605743,2976,139.19487,212.1381226,44.09000015,28.75819016,356.0908813,114.4182434,53.24790955,85.19515228
